Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[phenotype]	Characteristics[single cell quality]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cell type]	Factor Value[single cell identifier]
Sample 66	ERS2544981	SAMEA4724844	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 66	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 66	sequencing assay	ERX2648991	SIN2772A66-40354362_2.fastq.gz	SIN2772A66-40354362_2.fastq.gz	ERR2632497	ERR2632497	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632497/ERR2632497_2.fastq.gz	302	152	plasmablast	cell 66
Sample 67	ERS2544982	SAMEA4724845	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 67	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 67	sequencing assay	ERX2648992	SIN2772A67-40332910_1.fastq.gz	SIN2772A67-40332910_1.fastq.gz	ERR2632498	ERR2632498	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632498/ERR2632498_1.fastq.gz	300	151	plasmablast	cell 67
Sample 67	ERS2544982	SAMEA4724845	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 67	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 67	sequencing assay	ERX2648992	SIN2772A67-40332910_2.fastq.gz	SIN2772A67-40332910_2.fastq.gz	ERR2632498	ERR2632498	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632498/ERR2632498_2.fastq.gz	302	152	plasmablast	cell 67
Sample 68	ERS2544983	SAMEA4724846	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 68	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 68	sequencing assay	ERX2648993	SIN2772A68-40344406_1.fastq.gz	SIN2772A68-40344406_1.fastq.gz	ERR2632499	ERR2632499	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632499/ERR2632499_1.fastq.gz	302	152	plasmablast	cell 68
Sample 68	ERS2544983	SAMEA4724846	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 68	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 68	sequencing assay	ERX2648993	SIN2772A68-40344406_2.fastq.gz	SIN2772A68-40344406_2.fastq.gz	ERR2632499	ERR2632499	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632499/ERR2632499_2.fastq.gz	300	151	plasmablast	cell 68
Sample 69	ERS2544984	SAMEA4724847	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 69	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 69	sequencing assay	ERX2648994	SIN2772A69-40332912_1.fastq.gz	SIN2772A69-40332912_1.fastq.gz	ERR2632500	ERR2632500	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632500/ERR2632500_1.fastq.gz	302	152	plasmablast	cell 69
Sample 69	ERS2544984	SAMEA4724847	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 69	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 69	sequencing assay	ERX2648994	SIN2772A69-40332912_2.fastq.gz	SIN2772A69-40332912_2.fastq.gz	ERR2632500	ERR2632500	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632500/ERR2632500_2.fastq.gz	300	151	plasmablast	cell 69
Sample 100	ERS2544985	SAMEA4724848	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 100	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 100	sequencing assay	ERX2648995	SIN2772A100-40327980_1.fastq.gz	SIN2772A100-40327980_1.fastq.gz	ERR2632501	ERR2632501	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632501/ERR2632501_1.fastq.gz	302	152	transitional stage B cell	cell 100
Sample 100	ERS2544985	SAMEA4724848	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 100	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 100	sequencing assay	ERX2648995	SIN2772A100-40327980_2.fastq.gz	SIN2772A100-40327980_2.fastq.gz	ERR2632501	ERR2632501	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632501/ERR2632501_2.fastq.gz	302	152	transitional stage B cell	cell 100
Sample 101	ERS2544986	SAMEA4724849	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 101	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 101	sequencing assay	ERX2648996	SIN2772A101-40343349_1.fastq.gz	SIN2772A101-40343349_1.fastq.gz	ERR2632502	ERR2632502	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632502/ERR2632502_1.fastq.gz	300	151	transitional stage B cell	cell 101
Sample 101	ERS2544986	SAMEA4724849	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 101	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 101	sequencing assay	ERX2648996	SIN2772A101-40343349_2.fastq.gz	SIN2772A101-40343349_2.fastq.gz	ERR2632502	ERR2632502	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632502/ERR2632502_2.fastq.gz	298	150	transitional stage B cell	cell 101
Sample 102	ERS2544987	SAMEA4724850	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 102	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 102	sequencing assay	ERX2648997	SIN2772A102-40338717_1.fastq.gz	SIN2772A102-40338717_1.fastq.gz	ERR2632503	ERR2632503	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632503/ERR2632503_1.fastq.gz	302	152	transitional stage B cell	cell 102
Sample 102	ERS2544987	SAMEA4724850	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 102	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 102	sequencing assay	ERX2648997	SIN2772A102-40338717_2.fastq.gz	SIN2772A102-40338717_2.fastq.gz	ERR2632503	ERR2632503	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632503/ERR2632503_2.fastq.gz	302	152	transitional stage B cell	cell 102
Sample 103	ERS2544988	SAMEA4724851	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 103	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 103	sequencing assay	ERX2648998	SIN2772A103-40325958_1.fastq.gz	SIN2772A103-40325958_1.fastq.gz	ERR2632504	ERR2632504	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632504/ERR2632504_1.fastq.gz	296	149	transitional stage B cell	cell 103
Sample 103	ERS2544988	SAMEA4724851	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 103	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 103	sequencing assay	ERX2648998	SIN2772A103-40325958_2.fastq.gz	SIN2772A103-40325958_2.fastq.gz	ERR2632504	ERR2632504	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632504/ERR2632504_2.fastq.gz	302	152	transitional stage B cell	cell 103
Sample 104	ERS2544989	SAMEA4724852	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 104	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 104	sequencing assay	ERX2648999	SIN2772A104-40333836_1.fastq.gz	SIN2772A104-40333836_1.fastq.gz	ERR2632505	ERR2632505	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632505/ERR2632505_1.fastq.gz	300	151	transitional stage B cell	cell 104
Sample 104	ERS2544989	SAMEA4724852	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 104	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 104	sequencing assay	ERX2648999	SIN2772A104-40333836_2.fastq.gz	SIN2772A104-40333836_2.fastq.gz	ERR2632505	ERR2632505	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632505/ERR2632505_2.fastq.gz	302	152	transitional stage B cell	cell 104
Sample 105	ERS2544990	SAMEA4724853	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 105	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 105	sequencing assay	ERX2649000	SIN2772A105-40332842_1.fastq.gz	SIN2772A105-40332842_1.fastq.gz	ERR2632506	ERR2632506	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632506/ERR2632506_1.fastq.gz	300	151	transitional stage B cell	cell 105
Sample 105	ERS2544990	SAMEA4724853	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 105	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 105	sequencing assay	ERX2649000	SIN2772A105-40332842_2.fastq.gz	SIN2772A105-40332842_2.fastq.gz	ERR2632506	ERR2632506	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632506/ERR2632506_2.fastq.gz	300	151	transitional stage B cell	cell 105
Sample 25	ERS2544991	SAMEA4724854	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 25	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 25	sequencing assay	ERX2649001	SIN2772A25-40347427_1.fastq.gz	SIN2772A25-40347427_1.fastq.gz	ERR2632507	ERR2632507	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632507/ERR2632507_1.fastq.gz	302	152	transitional stage B cell	cell 25
Sample 25	ERS2544991	SAMEA4724854	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 25	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 25	sequencing assay	ERX2649001	SIN2772A25-40347427_2.fastq.gz	SIN2772A25-40347427_2.fastq.gz	ERR2632507	ERR2632507	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632507/ERR2632507_2.fastq.gz	300	151	transitional stage B cell	cell 25
Sample 26	ERS2544992	SAMEA4724855	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 26	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 26	sequencing assay	ERX2649002	SIN2772A26-40347433_1.fastq.gz	SIN2772A26-40347433_1.fastq.gz	ERR2632508	ERR2632508	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632508/ERR2632508_1.fastq.gz	298	150	transitional stage B cell	cell 26
Sample 26	ERS2544992	SAMEA4724855	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 26	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 26	sequencing assay	ERX2649002	SIN2772A26-40347433_2.fastq.gz	SIN2772A26-40347433_2.fastq.gz	ERR2632508	ERR2632508	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632508/ERR2632508_2.fastq.gz	300	151	transitional stage B cell	cell 26
Sample 27	ERS2544993	SAMEA4724856	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 27	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 27	sequencing assay	ERX2649003	SIN2772A27-40353385_1.fastq.gz	SIN2772A27-40353385_1.fastq.gz	ERR2632509	ERR2632509	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632509/ERR2632509_1.fastq.gz	302	152	transitional stage B cell	cell 27
Sample 27	ERS2544993	SAMEA4724856	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 27	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 27	sequencing assay	ERX2649003	SIN2772A27-40353385_2.fastq.gz	SIN2772A27-40353385_2.fastq.gz	ERR2632509	ERR2632509	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632509/ERR2632509_2.fastq.gz	298	150	transitional stage B cell	cell 27
Sample 28	ERS2544994	SAMEA4724857	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 28	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 28	sequencing assay	ERX2649004	SIN2772A28-40347434_1.fastq.gz	SIN2772A28-40347434_1.fastq.gz	ERR2632510	ERR2632510	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632510/ERR2632510_1.fastq.gz	302	152	transitional stage B cell	cell 28
Sample 28	ERS2544994	SAMEA4724857	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 28	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 28	sequencing assay	ERX2649004	SIN2772A28-40347434_2.fastq.gz	SIN2772A28-40347434_2.fastq.gz	ERR2632510	ERR2632510	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632510/ERR2632510_2.fastq.gz	302	152	transitional stage B cell	cell 28
Sample 29	ERS2544995	SAMEA4724858	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 29	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 29	sequencing assay	ERX2649005	SIN2772A29-40339715_1.fastq.gz	SIN2772A29-40339715_1.fastq.gz	ERR2632511	ERR2632511	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632511/ERR2632511_1.fastq.gz	302	152	transitional stage B cell	cell 29
Sample 29	ERS2544995	SAMEA4724858	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 29	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 29	sequencing assay	ERX2649005	SIN2772A29-40339715_2.fastq.gz	SIN2772A29-40339715_2.fastq.gz	ERR2632511	ERR2632511	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632511/ERR2632511_2.fastq.gz	302	152	transitional stage B cell	cell 29
Sample 30	ERS2544996	SAMEA4724859	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 30	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 30	sequencing assay	ERX2649006	SIN2772A30-40343440_1.fastq.gz	SIN2772A30-40343440_1.fastq.gz	ERR2632512	ERR2632512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632512/ERR2632512_1.fastq.gz	302	152	transitional stage B cell	cell 30
Sample 30	ERS2544996	SAMEA4724859	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 30	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 30	sequencing assay	ERX2649006	SIN2772A30-40343440_2.fastq.gz	SIN2772A30-40343440_2.fastq.gz	ERR2632512	ERR2632512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632512/ERR2632512_2.fastq.gz	302	152	transitional stage B cell	cell 30
Sample 31	ERS2544997	SAMEA4724860	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 31	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 31	sequencing assay	ERX2649007	SIN2772A31-40344430_1.fastq.gz	SIN2772A31-40344430_1.fastq.gz	ERR2632513	ERR2632513	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632513/ERR2632513_1.fastq.gz	204	103	transitional stage B cell	cell 31
Sample 31	ERS2544997	SAMEA4724860	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 31	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 31	sequencing assay	ERX2649007	SIN2772A31-40344430_2.fastq.gz	SIN2772A31-40344430_2.fastq.gz	ERR2632513	ERR2632513	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632513/ERR2632513_2.fastq.gz	204	103	transitional stage B cell	cell 31
Sample 32	ERS2544998	SAMEA4724861	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 32	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 32	sequencing assay	ERX2649008	SIN2772A32-40341434_1.fastq.gz	SIN2772A32-40341434_1.fastq.gz	ERR2632514	ERR2632514	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632514/ERR2632514_1.fastq.gz	302	152	transitional stage B cell	cell 32
